chest,lu,lf,ru,rf,pelvis,lt,lc,rt,rc
0.44#-0.469#0.087#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.251#0.381#0.839,-0.031#-0.557#0.038#0.829,-0.578#-0.272#-0.22#0.738,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.087#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.251#0.381#0.839,-0.031#-0.557#0.038#0.829,-0.578#-0.272#-0.22#0.738,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.087#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.251#0.381#0.839,-0.031#-0.557#0.038#0.829,-0.578#-0.272#-0.221#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.087#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.251#0.381#0.839,-0.031#-0.557#0.038#0.829,-0.578#-0.272#-0.221#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.087#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.251#0.381#0.839,-0.031#-0.557#0.038#0.829,-0.578#-0.272#-0.221#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.087#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.251#0.381#0.839,-0.031#-0.558#0.038#0.828,-0.578#-0.272#-0.221#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.087#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.251#0.381#0.839,-0.031#-0.558#0.038#0.828,-0.578#-0.272#-0.221#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.087#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.251#0.381#0.839,-0.031#-0.558#0.038#0.828,-0.578#-0.272#-0.221#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.086#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.251#0.381#0.839,-0.031#-0.558#0.038#0.828,-0.578#-0.271#-0.222#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.086#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.252#0.38#0.839,-0.031#-0.558#0.038#0.828,-0.578#-0.271#-0.222#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.086#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.252#0.38#0.839,-0.031#-0.558#0.038#0.828,-0.578#-0.271#-0.222#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.086#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.252#0.38#0.839,-0.031#-0.558#0.037#0.829,-0.578#-0.271#-0.222#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.086#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.252#0.38#0.839,-0.031#-0.558#0.037#0.829,-0.578#-0.271#-0.222#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.44#-0.469#0.086#0.761,-0.066#0.054#-0.034#0.996,-0.297#-0.252#0.38#0.839,-0.031#-0.558#0.037#0.829,-0.579#-0.27#-0.223#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.441#-0.469#0.086#0.76,-0.066#0.054#-0.034#0.996,-0.297#-0.252#0.38#0.839,-0.031#-0.558#0.037#0.829,-0.579#-0.27#-0.223#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.441#-0.469#0.086#0.76,-0.066#0.054#-0.034#0.996,-0.297#-0.251#0.38#0.839,-0.031#-0.558#0.037#0.829,-0.579#-0.27#-0.223#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.441#-0.469#0.086#0.76,-0.066#0.054#-0.034#0.996,-0.297#-0.251#0.38#0.839,-0.032#-0.558#0.036#0.829,-0.579#-0.27#-0.223#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.441#-0.469#0.086#0.76,-0.066#0.054#-0.034#0.996,-0.297#-0.251#0.38#0.839,-0.032#-0.558#0.036#0.829,-0.579#-0.27#-0.223#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.441#-0.469#0.086#0.76,-0.065#0.054#-0.035#0.996,-0.297#-0.251#0.38#0.839,-0.032#-0.558#0.036#0.829,-0.579#-0.27#-0.223#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.441#-0.469#0.085#0.761,-0.065#0.054#-0.035#0.996,-0.297#-0.251#0.38#0.839,-0.032#-0.558#0.036#0.829,-0.579#-0.269#-0.224#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.441#-0.469#0.085#0.761,-0.065#0.054#-0.035#0.996,-0.297#-0.251#0.38#0.839,-0.032#-0.558#0.036#0.829,-0.579#-0.269#-0.224#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.441#-0.469#0.085#0.761,-0.065#0.054#-0.035#0.996,-0.298#-0.251#0.381#0.839,-0.032#-0.558#0.036#0.829,-0.579#-0.269#-0.224#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.441#-0.469#0.085#0.761,-0.065#0.054#-0.035#0.996,-0.298#-0.251#0.381#0.839,-0.032#-0.558#0.036#0.828,-0.579#-0.269#-0.224#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.441#-0.469#0.085#0.761,-0.065#0.055#-0.035#0.996,-0.298#-0.251#0.381#0.839,-0.032#-0.558#0.036#0.828,-0.579#-0.269#-0.224#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.441#-0.469#0.085#0.761,-0.065#0.055#-0.035#0.996,-0.298#-0.251#0.381#0.839,-0.032#-0.558#0.036#0.828,-0.579#-0.268#-0.224#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.468#0.084#0.761,-0.065#0.055#-0.035#0.996,-0.298#-0.251#0.381#0.839,-0.032#-0.558#0.036#0.828,-0.579#-0.268#-0.224#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.468#0.084#0.761,-0.065#0.055#-0.035#0.996,-0.297#-0.252#0.381#0.839,-0.032#-0.558#0.036#0.828,-0.579#-0.268#-0.224#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.468#0.084#0.761,-0.065#0.055#-0.035#0.996,-0.297#-0.252#0.381#0.839,-0.032#-0.558#0.036#0.828,-0.579#-0.268#-0.224#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.468#0.084#0.761,-0.065#0.055#-0.035#0.996,-0.297#-0.252#0.381#0.839,-0.032#-0.557#0.035#0.829,-0.579#-0.268#-0.224#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.468#0.084#0.761,-0.065#0.057#-0.035#0.996,-0.297#-0.252#0.381#0.839,-0.032#-0.557#0.035#0.829,-0.579#-0.268#-0.224#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.468#0.083#0.761,-0.065#0.057#-0.035#0.996,-0.297#-0.252#0.381#0.839,-0.032#-0.557#0.035#0.829,-0.58#-0.265#-0.225#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.468#0.083#0.761,-0.065#0.057#-0.035#0.996,-0.295#-0.252#0.382#0.839,-0.032#-0.557#0.035#0.829,-0.58#-0.265#-0.225#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.468#0.083#0.761,-0.065#0.057#-0.035#0.996,-0.295#-0.252#0.382#0.839,-0.033#-0.557#0.034#0.829,-0.58#-0.265#-0.225#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.468#0.083#0.761,-0.065#0.057#-0.035#0.996,-0.295#-0.252#0.382#0.839,-0.033#-0.557#0.034#0.829,-0.58#-0.265#-0.225#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.468#0.083#0.761,-0.066#0.058#-0.033#0.996,-0.295#-0.252#0.382#0.839,-0.033#-0.557#0.034#0.829,-0.58#-0.265#-0.225#0.737,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.47#0.083#0.759,-0.066#0.058#-0.033#0.996,-0.295#-0.252#0.382#0.839,-0.033#-0.557#0.034#0.829,-0.58#-0.266#-0.225#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.47#0.083#0.759,-0.066#0.058#-0.033#0.996,-0.294#-0.253#0.379#0.84,-0.033#-0.557#0.034#0.829,-0.58#-0.266#-0.225#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.47#0.083#0.759,-0.066#0.058#-0.033#0.996,-0.294#-0.253#0.379#0.84,-0.033#-0.557#0.034#0.829,-0.58#-0.266#-0.225#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.47#0.083#0.759,-0.066#0.058#-0.033#0.996,-0.294#-0.253#0.379#0.84,-0.036#-0.559#0.032#0.828,-0.58#-0.266#-0.225#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.442#-0.47#0.083#0.759,-0.066#0.06#-0.034#0.995,-0.294#-0.253#0.379#0.84,-0.036#-0.559#0.032#0.828,-0.58#-0.266#-0.225#0.736,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.443#-0.467#0.081#0.761,-0.066#0.06#-0.034#0.995,-0.294#-0.253#0.379#0.84,-0.036#-0.559#0.032#0.828,-0.578#-0.263#-0.227#0.739,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.443#-0.467#0.081#0.761,-0.066#0.06#-0.034#0.995,-0.293#-0.253#0.379#0.841,-0.036#-0.559#0.032#0.828,-0.578#-0.263#-0.227#0.739,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.443#-0.467#0.081#0.761,-0.066#0.06#-0.034#0.995,-0.293#-0.253#0.379#0.841,-0.036#-0.559#0.032#0.828,-0.578#-0.263#-0.227#0.739,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.443#-0.467#0.081#0.761,-0.066#0.06#-0.034#0.995,-0.293#-0.253#0.379#0.841,-0.044#-0.562#0.029#0.825,-0.578#-0.263#-0.227#0.739,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.443#-0.467#0.081#0.761,-0.065#0.066#-0.036#0.995,-0.293#-0.253#0.379#0.841,-0.044#-0.562#0.029#0.825,-0.578#-0.263#-0.227#0.739,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.443#-0.467#0.081#0.761,-0.065#0.066#-0.036#0.995,-0.293#-0.253#0.379#0.841,-0.044#-0.562#0.029#0.825,-0.576#-0.264#-0.226#0.74,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.446#-0.458#0.08#0.765,-0.065#0.066#-0.036#0.995,-0.293#-0.253#0.379#0.841,-0.044#-0.562#0.029#0.825,-0.576#-0.264#-0.226#0.74,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.446#-0.458#0.08#0.765,-0.065#0.066#-0.036#0.995,-0.292#-0.253#0.379#0.841,-0.044#-0.562#0.029#0.825,-0.576#-0.264#-0.226#0.74,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.446#-0.458#0.08#0.765,-0.065#0.066#-0.036#0.995,-0.292#-0.253#0.379#0.841,-0.059#-0.564#0.022#0.823,-0.576#-0.264#-0.226#0.74,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.446#-0.458#0.08#0.765,-0.068#0.072#-0.036#0.994,-0.292#-0.253#0.379#0.841,-0.059#-0.564#0.022#0.823,-0.576#-0.264#-0.226#0.74,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.446#-0.458#0.08#0.765,-0.068#0.072#-0.036#0.994,-0.292#-0.253#0.379#0.841,-0.059#-0.564#0.022#0.823,-0.576#-0.264#-0.226#0.74,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.448#-0.446#0.078#0.771,-0.068#0.072#-0.036#0.994,-0.292#-0.253#0.379#0.841,-0.059#-0.564#0.022#0.823,-0.567#-0.243#-0.241#0.749,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.448#-0.446#0.078#0.771,-0.068#0.072#-0.036#0.994,-0.291#-0.254#0.376#0.843,-0.059#-0.564#0.022#0.823,-0.567#-0.243#-0.241#0.749,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.448#-0.446#0.078#0.771,-0.068#0.072#-0.036#0.994,-0.291#-0.254#0.376#0.843,-0.059#-0.564#0.022#0.823,-0.567#-0.243#-0.241#0.749,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.448#-0.446#0.078#0.771,-0.068#0.072#-0.036#0.994,-0.291#-0.254#0.376#0.843,-0.06#-0.56#0.023#0.826,-0.567#-0.243#-0.241#0.749,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.448#-0.446#0.078#0.771,-0.075#0.081#-0.036#0.993,-0.291#-0.254#0.376#0.843,-0.06#-0.56#0.023#0.826,-0.567#-0.243#-0.241#0.749,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.444#-0.426#0.077#0.784,-0.075#0.081#-0.036#0.993,-0.291#-0.254#0.376#0.843,-0.06#-0.56#0.023#0.826,-0.539#-0.237#-0.269#0.762,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.444#-0.426#0.077#0.784,-0.075#0.081#-0.036#0.993,-0.291#-0.254#0.376#0.843,-0.06#-0.56#0.023#0.826,-0.539#-0.237#-0.269#0.762,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.444#-0.426#0.077#0.784,-0.075#0.081#-0.036#0.993,-0.288#-0.256#0.37#0.846,-0.06#-0.56#0.023#0.826,-0.539#-0.237#-0.269#0.762,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.444#-0.426#0.077#0.784,-0.075#0.081#-0.036#0.993,-0.288#-0.256#0.37#0.846,-0.032#-0.546#0.028#0.837,-0.539#-0.237#-0.269#0.762,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.444#-0.426#0.077#0.784,-0.085#0.085#-0.034#0.992,-0.288#-0.256#0.37#0.846,-0.032#-0.546#0.028#0.837,-0.539#-0.237#-0.269#0.762,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.444#-0.426#0.077#0.784,-0.085#0.085#-0.034#0.992,-0.288#-0.256#0.37#0.846,-0.032#-0.546#0.028#0.837,-0.508#-0.23#-0.301#0.774,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.428#-0.392#0.081#0.81,-0.085#0.085#-0.034#0.992,-0.288#-0.256#0.37#0.846,-0.032#-0.546#0.028#0.837,-0.508#-0.23#-0.301#0.774,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.428#-0.392#0.081#0.81,-0.085#0.085#-0.034#0.992,-0.285#-0.26#0.362#0.849,-0.032#-0.546#0.028#0.837,-0.508#-0.23#-0.301#0.774,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.428#-0.392#0.081#0.81,-0.085#0.085#-0.034#0.992,-0.285#-0.26#0.362#0.849,0.003#-0.522#0.034#0.852,-0.508#-0.23#-0.301#0.774,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.428#-0.392#0.081#0.81,-0.085#0.085#-0.034#0.992,-0.285#-0.26#0.362#0.849,0.003#-0.522#0.034#0.852,-0.508#-0.23#-0.301#0.774,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.428#-0.392#0.081#0.81,-0.101#0.091#-0.031#0.99,-0.285#-0.26#0.362#0.849,0.003#-0.522#0.034#0.852,-0.508#-0.23#-0.301#0.774,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.408#-0.349#0.092#0.839,-0.101#0.091#-0.031#0.99,-0.285#-0.26#0.362#0.849,0.003#-0.522#0.034#0.852,-0.478#-0.211#-0.329#0.786,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.408#-0.349#0.092#0.839,-0.101#0.091#-0.031#0.99,-0.285#-0.26#0.362#0.849,0.003#-0.522#0.034#0.852,-0.478#-0.211#-0.329#0.786,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.408#-0.349#0.092#0.839,-0.101#0.091#-0.031#0.99,-0.286#-0.266#0.354#0.85,0.003#-0.522#0.034#0.852,-0.478#-0.211#-0.329#0.786,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.408#-0.349#0.092#0.839,-0.101#0.091#-0.031#0.99,-0.286#-0.266#0.354#0.85,0.043#-0.503#0.031#0.863,-0.478#-0.211#-0.329#0.786,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.408#-0.349#0.092#0.839,-0.112#0.087#-0.037#0.989,-0.286#-0.266#0.354#0.85,0.043#-0.503#0.031#0.863,-0.478#-0.211#-0.329#0.786,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.408#-0.349#0.092#0.839,-0.112#0.087#-0.037#0.989,-0.286#-0.266#0.354#0.85,0.043#-0.503#0.031#0.863,-0.443#-0.207#-0.336#0.805,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.388#-0.301#0.11#0.864,-0.112#0.087#-0.037#0.989,-0.286#-0.266#0.354#0.85,0.043#-0.503#0.031#0.863,-0.443#-0.207#-0.336#0.805,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.388#-0.301#0.11#0.864,-0.112#0.087#-0.037#0.989,-0.292#-0.255#0.342#0.856,0.043#-0.503#0.031#0.863,-0.443#-0.207#-0.336#0.805,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.388#-0.301#0.11#0.864,-0.112#0.087#-0.037#0.989,-0.292#-0.255#0.342#0.856,0.072#-0.482#0.02#0.873,-0.443#-0.207#-0.336#0.805,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.388#-0.301#0.11#0.864,-0.112#0.087#-0.037#0.989,-0.292#-0.255#0.342#0.856,0.072#-0.482#0.02#0.873,-0.443#-0.207#-0.336#0.805,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.388#-0.301#0.11#0.864,-0.11#0.09#-0.063#0.988,-0.292#-0.255#0.342#0.856,0.072#-0.482#0.02#0.873,-0.443#-0.207#-0.336#0.805,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.365#-0.253#0.121#0.888,-0.11#0.09#-0.063#0.988,-0.292#-0.255#0.342#0.856,0.072#-0.482#0.02#0.873,-0.416#-0.182#-0.347#0.82,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.365#-0.253#0.121#0.888,-0.11#0.09#-0.063#0.988,-0.292#-0.255#0.342#0.856,0.072#-0.482#0.02#0.873,-0.416#-0.182#-0.347#0.82,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.365#-0.253#0.121#0.888,-0.11#0.09#-0.063#0.988,-0.294#-0.124#0.264#0.91,0.072#-0.482#0.02#0.873,-0.416#-0.182#-0.347#0.82,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.365#-0.253#0.121#0.888,-0.11#0.09#-0.063#0.988,-0.294#-0.124#0.264#0.91,0.092#-0.458#0.014#0.884,-0.416#-0.182#-0.347#0.82,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.365#-0.253#0.121#0.888,-0.1#0.118#-0.057#0.986,-0.294#-0.124#0.264#0.91,0.092#-0.458#0.014#0.884,-0.416#-0.182#-0.347#0.82,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.343#-0.216#0.122#0.906,-0.1#0.118#-0.057#0.986,-0.294#-0.124#0.264#0.91,0.092#-0.458#0.014#0.884,-0.399#-0.171#-0.341#0.833,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.343#-0.216#0.122#0.906,-0.1#0.118#-0.057#0.986,-0.294#-0.124#0.264#0.91,0.092#-0.458#0.014#0.884,-0.399#-0.171#-0.341#0.833,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.343#-0.216#0.122#0.906,-0.1#0.118#-0.057#0.986,-0.308#-0.116#0.149#0.932,0.092#-0.458#0.014#0.884,-0.399#-0.171#-0.341#0.833,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.343#-0.216#0.122#0.906,-0.1#0.118#-0.057#0.986,-0.308#-0.116#0.149#0.932,0.098#-0.418#0.018#0.903,-0.399#-0.171#-0.341#0.833,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.343#-0.216#0.122#0.906,-0.105#0.14#-0.025#0.984,-0.308#-0.116#0.149#0.932,0.098#-0.418#0.018#0.903,-0.399#-0.171#-0.341#0.833,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.343#-0.216#0.122#0.906,-0.105#0.14#-0.025#0.984,-0.308#-0.116#0.149#0.932,0.098#-0.418#0.018#0.903,-0.4#-0.153#-0.335#0.839,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.322#-0.183#0.115#0.922,-0.105#0.14#-0.025#0.984,-0.308#-0.116#0.149#0.932,0.098#-0.418#0.018#0.903,-0.4#-0.153#-0.335#0.839,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.322#-0.183#0.115#0.922,-0.105#0.14#-0.025#0.984,-0.328#-0.172#0.334#0.867,0.098#-0.418#0.018#0.903,-0.4#-0.153#-0.335#0.839,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.322#-0.183#0.115#0.922,-0.105#0.14#-0.025#0.984,-0.328#-0.172#0.334#0.867,0.098#-0.418#0.018#0.903,-0.4#-0.153#-0.335#0.839,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.322#-0.183#0.115#0.922,-0.105#0.14#-0.025#0.984,-0.328#-0.172#0.334#0.867,0.08#-0.383#0.025#0.92,-0.4#-0.153#-0.335#0.839,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.322#-0.183#0.115#0.922,-0.118#0.157#0.02#0.98,-0.328#-0.172#0.334#0.867,0.08#-0.383#0.025#0.92,-0.4#-0.153#-0.335#0.839,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.299#-0.143#0.11#0.937,-0.118#0.157#0.02#0.98,-0.328#-0.172#0.334#0.867,0.08#-0.383#0.025#0.92,-0.405#-0.145#-0.314#0.846,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.299#-0.143#0.11#0.937,-0.118#0.157#0.02#0.98,-0.26#-0.143#0.429#0.853,0.08#-0.383#0.025#0.92,-0.405#-0.145#-0.314#0.846,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.299#-0.143#0.11#0.937,-0.118#0.157#0.02#0.98,-0.26#-0.143#0.429#0.853,0.053#-0.357#0.032#0.932,-0.405#-0.145#-0.314#0.846,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.299#-0.143#0.11#0.937,-0.149#0.2#0.054#0.967,-0.26#-0.143#0.429#0.853,0.053#-0.357#0.032#0.932,-0.405#-0.145#-0.314#0.846,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.299#-0.143#0.11#0.937,-0.149#0.2#0.054#0.967,-0.26#-0.143#0.429#0.853,0.053#-0.357#0.032#0.932,-0.405#-0.145#-0.314#0.846,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.275#-0.105#0.106#0.95,-0.149#0.2#0.054#0.967,-0.26#-0.143#0.429#0.853,0.053#-0.357#0.032#0.932,-0.417#-0.139#-0.305#0.845,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.275#-0.105#0.106#0.95,-0.149#0.2#0.054#0.967,-0.225#0.016#0.41#0.884,0.053#-0.357#0.032#0.932,-0.417#-0.139#-0.305#0.845,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.275#-0.105#0.106#0.95,-0.149#0.2#0.054#0.967,-0.225#0.016#0.41#0.884,0.013#-0.33#0.04#0.943,-0.417#-0.139#-0.305#0.845,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.275#-0.105#0.106#0.95,-0.149#0.2#0.054#0.967,-0.225#0.016#0.41#0.884,0.013#-0.33#0.04#0.943,-0.417#-0.139#-0.305#0.845,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.275#-0.105#0.106#0.95,-0.176#0.261#0.07#0.947,-0.225#0.016#0.41#0.884,0.013#-0.33#0.04#0.943,-0.417#-0.139#-0.305#0.845,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.252#-0.074#0.099#0.96,-0.176#0.261#0.07#0.947,-0.225#0.016#0.41#0.884,0.013#-0.33#0.04#0.943,-0.411#-0.133#-0.286#0.856,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.252#-0.074#0.099#0.96,-0.176#0.261#0.07#0.947,-0.234#0.051#0.356#0.903,0.013#-0.33#0.04#0.943,-0.411#-0.133#-0.286#0.856,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
0.252#-0.074#0.099#0.96,-0.176#0.261#0.07#0.947,-0.234#0.051#0.356#0.903,0.013#-0.33#0.04#0.943,-0.411#-0.133#-0.286#0.856,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1,0#0#0#1
